DUGPOLJ 110 TP1 STRUJA ;;;;DUGPOLJ 110 TP1 RADNA SNAGA ;;;;DUGPOLJ 110 TP1 JALOVA SNAGA ;;;;DUGPOLJ 110 TP1 NAPON ;;;;DUGPOLJ 110/20 TR1 POLOŽAJ REG SKLOPKE ;;;;DUGPOLJ 20 MP SEK 1 NAPON ;;;;DUGPOLJ 110 TP2 STRUJA ;;;;DUGPOLJ 110 TP2 RADNA SNAGA ;;;;DUGPOLJ 110 TP2 JALOVA SNAGA ;;;;DUGPOLJ 110 TP2 NAPON ;;;;DUGPOLJ 110/20 TR2 POLOŽAJ REG SKLOPKE ;;;;DUGPOLJ 20 MP SEK 2 NAPON ;;
4.12.2024. 9:27:44;;20,686094;;4.12.2024. 9:30:00;;-4,123397;;4.12.2024. 9:36:48;;0,619258;;4.12.2024. 9:34:32;;117,61792;;4.12.2024. 9:36:48;;4;;4.12.2024. 9:27:44;;20,83596;;4.12.2024. 9:36:48;;15,954968;;4.12.2024. 9:36:48;;-2,951741;;4.12.2024. 9:36:48;;1,229068;;4.12.2024. 9:34:32;;117,557358;;4.12.2024. 9:34:32;;4;;4.12.2024. 9:27:44;;20,50688
4.12.2024. 9:30:00;;20,686094;;4.12.2024. 9:32:16;;-4,123397;;4.12.2024. 9:39:04;;0,619258;;4.12.2024. 9:36:48;;117,61792;;4.12.2024. 9:39:04;;4;;4.12.2024. 9:30:00;;20,83596;;4.12.2024. 9:39:04;;15,954968;;4.12.2024. 9:39:04;;-2,951741;;4.12.2024. 9:39:04;;1,229068;;4.12.2024. 9:36:48;;117,557358;;4.12.2024. 9:36:48;;4;;4.12.2024. 9:30:00;;20,50688
4.12.2024. 9:32:16;;20,686094;;4.12.2024. 9:34:32;;-4,123397;;4.12.2024. 9:41:20;;0,619258;;4.12.2024. 9:39:04;;117,61792;;4.12.2024. 9:41:20;;4;;4.12.2024. 9:32:16;;20,83596;;4.12.2024. 9:41:20;;15,954968;;4.12.2024. 9:41:20;;-2,951741;;4.12.2024. 9:41:20;;1,229068;;4.12.2024. 9:39:04;;117,557358;;4.12.2024. 9:39:04;;4;;4.12.2024. 9:31:04;;20,50688
4.12.2024. 9:34:06;;20,686094;;4.12.2024. 9:36:48;;-4,123397;;4.12.2024. 9:43:36;;0,619258;;4.12.2024. 9:41:18;;117,61792;;4.12.2024. 9:41:50;;4;;4.12.2024. 9:34:32;;20,83596;;4.12.2024. 9:42:22;;15,954968;;4.12.2024. 9:43:36;;-2,951741;;4.12.2024. 9:43:36;;1,229068;;4.12.2024. 9:41:20;;117,557358;;4.12.2024. 9:41:20;;4;;4.12.2024. 9:32:16;;20,57616
4.12.2024. 9:34:32;;22,145287;;4.12.2024. 9:39:04;;-4,123397;;4.12.2024. 9:45:52;;0,619258;;4.12.2024. 9:41:20;;116,175018;;4.12.2024. 9:43:36;;5;;4.12.2024. 9:36:48;;20,83596;;4.12.2024. 9:42:58;;14,347198;;4.12.2024. 9:45:52;;-2,951741;;4.12.2024. 9:45:52;;1,229068;;4.12.2024. 9:41:30;;117,557358;;4.12.2024. 9:42:58;;5;;4.12.2024. 9:34:32;;20,57616
4.12.2024. 9:34:54;;20,757109;;4.12.2024. 9:41:20;;-4,123397;;4.12.2024. 9:48:08;;0,619258;;4.12.2024. 9:41:56;;113,303062;;4.12.2024. 9:45:52;;5;;4.12.2024. 9:37:46;;20,83596;;4.12.2024. 9:45:52;;15,848628;;4.12.2024. 9:48:08;;-2,951741;;4.12.2024. 9:48:08;;1,229068;;4.12.2024. 9:41:56;;114,625862;;4.12.2024. 9:43:36;;4;;4.12.2024. 9:36:48;;20,57616
4.12.2024. 9:36:38;;22,432623;;4.12.2024. 9:43:36;;-4,123397;;4.12.2024. 9:50:24;;0,619258;;4.12.2024. 9:43:36;;116,857101;;4.12.2024. 9:47:46;;5;;4.12.2024. 9:39:04;;20,92256;;4.12.2024. 9:48:08;;15,848628;;4.12.2024. 9:50:24;;-2,951741;;4.12.2024. 9:50:24;;1,229068;;4.12.2024. 9:45:52;;116,795601;;4.12.2024. 9:45:52;;4;;4.12.2024. 9:39:04;;20,57616
4.12.2024. 9:39:04;;20,941216;;4.12.2024. 9:45:52;;-4,123397;;4.12.2024. 9:52:40;;0,619258;;4.12.2024. 9:45:52;;116,857101;;4.12.2024. 9:48:08;;4;;4.12.2024. 9:41:20;;20,92256;;4.12.2024. 9:50:24;;15,848628;;4.12.2024. 9:52:40;;-2,951741;;4.12.2024. 9:52:40;;1,229068;;4.12.2024. 9:47:46;;116,795601;;4.12.2024. 9:48:08;;4;;4.12.2024. 9:41:20;;20,57616
4.12.2024. 9:41:02;;20,941216;;4.12.2024. 9:48:08;;-4,123397;;4.12.2024. 9:54:56;;0,619258;;4.12.2024. 9:48:08;;116,857101;;4.12.2024. 9:50:24;;4;;4.12.2024. 9:42:20;;20,385641;;4.12.2024. 9:52:40;;15,848628;;4.12.2024. 9:54:56;;-2,951741;;4.12.2024. 9:54:56;;1,229068;;4.12.2024. 9:48:08;;118,253403;;4.12.2024. 9:50:24;;4;;4.12.2024. 9:42:10;;19,93532
4.12.2024. 9:41:20;;22,312378;;4.12.2024. 9:50:24;;-4,123397;;4.12.2024. 9:57:12;;0,619258;;4.12.2024. 9:48:24;;116,857101;;4.12.2024. 9:51:28;;4;;4.12.2024. 9:43:36;;21,061119;;4.12.2024. 9:54:56;;15,848628;;4.12.2024. 9:57:12;;-2,951741;;4.12.2024. 9:57:12;;1,229068;;4.12.2024. 9:50:24;;118,253403;;4.12.2024. 9:52:40;;4;;4.12.2024. 9:43:36;;20,680079
4.12.2024. 9:43:36;;22,312378;;4.12.2024. 9:52:40;;-4,123397;;4.12.2024. 9:59:28;;0,619258;;4.12.2024. 9:50:24;;118,319817;;4.12.2024. 9:52:40;;5;;4.12.2024. 9:45:52;;21,061119;;4.12.2024. 9:57:12;;15,848628;;4.12.2024. 9:59:28;;-2,951741;;4.12.2024. 9:59:28;;1,229068;;4.12.2024. 9:50:40;;118,253403;;4.12.2024. 9:54:56;;4;;4.12.2024. 9:44:46;;20,680079
4.12.2024. 9:43:52;;22,312378;;4.12.2024. 9:54:56;;-4,123397;;4.12.2024. 10:01:44;;0,619258;;4.12.2024. 9:50:38;;118,319817;;4.12.2024. 9:54:56;;5;;4.12.2024. 9:48:08;;21,061119;;4.12.2024. 9:59:28;;15,848628;;4.12.2024. 10:01:44;;-2,951741;;4.12.2024. 10:01:44;;1,229068;;4.12.2024. 9:52:40;;116,818726;;4.12.2024. 9:57:12;;4;;4.12.2024. 9:45:52;;20,55884
4.12.2024. 9:45:52;;20,828218;;4.12.2024. 9:55:28;;-4,123397;;4.12.2024. 10:04:00;;0,619258;;4.12.2024. 9:52:40;;116,880997;;4.12.2024. 9:55:30;;5;;4.12.2024. 9:49:16;;21,061119;;4.12.2024. 10:01:44;;15,848628;;4.12.2024. 10:04:00;;-2,951741;;4.12.2024. 10:04:00;;1,229068;;4.12.2024. 9:54:56;;116,818726;;4.12.2024. 9:59:26;;5;;4.12.2024. 9:48:08;;20,55884
4.12.2024. 9:46:20;;20,828218;;4.12.2024. 9:57:12;;-3,568834;;4.12.2024. 10:06:16;;0,619258;;4.12.2024. 9:54:56;;116,880997;;4.12.2024. 9:57:12;;4;;4.12.2024. 9:50:24;;20,853279;;4.12.2024. 10:04:00;;15,848628;;4.12.2024. 10:06:16;;-2,951741;;4.12.2024. 10:06:16;;1,229068;;4.12.2024. 9:56:42;;118,260269;;4.12.2024. 9:59:28;;4;;4.12.2024. 9:48:48;;20,55884
4.12.2024. 9:46:32;;22,356766;;4.12.2024. 9:58:26;;-3,568834;;4.12.2024. 10:08:32;;0,619258;;4.12.2024. 9:55:14;;116,880997;;4.12.2024. 9:57:48;;4;;4.12.2024. 9:51:50;;20,6108;;4.12.2024. 10:06:16;;15,848628;;4.12.2024. 10:08:32;;-2,951741;;4.12.2024. 10:08:32;;1,229068;;4.12.2024. 9:57:12;;116,799065;;4.12.2024. 10:00:38;;3;;4.12.2024. 9:50:24;;20,62812
4.12.2024. 9:50:14;;20,974146;;4.12.2024. 9:59:22;;-3,039381;;4.12.2024. 10:10:48;;0,619258;;4.12.2024. 9:56:40;;118,315392;;4.12.2024. 9:59:28;;5;;4.12.2024. 9:52:40;;21,061119;;4.12.2024. 10:08:32;;15,848628;;4.12.2024. 10:10:48;;-2,951741;;4.12.2024. 10:10:48;;1,229068;;4.12.2024. 9:58:54;;115,33226;;4.12.2024. 10:01:44;;4;;4.12.2024. 9:51:46;;20,62812
4.12.2024. 9:50:24;;19,489811;;4.12.2024. 10:01:44;;-3,560732;;4.12.2024. 10:13:04;;0,619258;;4.12.2024. 9:58:56;;115,387436;;4.12.2024. 9:59:30;;5;;4.12.2024. 9:54:56;;21,061119;;4.12.2024. 10:10:48;;15,848628;;4.12.2024. 10:13:04;;-2,951741;;4.12.2024. 10:13:04;;1,229068;;4.12.2024. 9:59:28;;121,202316;;4.12.2024. 10:04:00;;4;;4.12.2024. 9:52:40;;20,437601
4.12.2024. 9:51:06;;19,489811;;4.12.2024. 10:04:00;;-3,560732;;4.12.2024. 10:15:20;;0,619258;;4.12.2024. 9:59:28;;121,211151;;4.12.2024. 10:01:44;;4;;4.12.2024. 9:56:26;;21,14772;;4.12.2024. 10:13:04;;15,848628;;4.12.2024. 10:15:20;;-2,951741;;4.12.2024. 10:15:20;;1,229068;;4.12.2024. 9:59:36;;121,202316;;4.12.2024. 10:06:16;;4;;4.12.2024. 9:53:14;;20,437601
4.12.2024. 9:52:40;;20,920187;;4.12.2024. 10:05:12;;-3,560732;;4.12.2024. 10:17:36;;0,619258;;4.12.2024. 9:59:36;;121,211151;;4.12.2024. 10:04:00;;4;;4.12.2024. 9:57:12;;20,83596;;4.12.2024. 10:15:20;;15,848628;;4.12.2024. 10:17:36;;-2,951741;;4.12.2024. 10:17:36;;1,229068;;4.12.2024. 10:01:44;;117,81897;;4.12.2024. 10:07:48;;4;;4.12.2024. 9:54:56;;20,62812
4.12.2024. 9:53:00;;20,920187;;4.12.2024. 10:06:16;;-4,095019;;4.12.2024. 10:18:04;;0,619258;;4.12.2024. 10:01:44;;117,755943;;4.12.2024. 10:06:16;;4;;4.12.2024. 9:59:04;;20,541519;;4.12.2024. 10:17:36;;15,848628;;4.12.2024. 10:18:58;;-2,951741;;4.12.2024. 10:19:52;;1,229068;;4.12.2024. 10:04:00;;117,81897;;4.12.2024. 10:08:32;;3;;4.12.2024. 9:57:12;;20,62812
4.12.2024. 9:54:56;;19,539824;;4.12.2024. 10:08:32;;-4,095019;;4.12.2024. 10:19:52;;1,148372;;4.12.2024. 10:04:00;;117,755943;;4.12.2024. 10:08:04;;4;;4.12.2024. 9:59:28;;21,07844;;4.12.2024. 10:18:22;;15,848628;;4.12.2024. 10:19:52;;-2,42846;;4.12.2024. 10:22:08;;1,229068;;4.12.2024. 10:06:16;;117,81897;;4.12.2024. 10:08:50;;3;;4.12.2024. 9:59:08;;20,333679
4.12.2024. 9:55:28;;19,539824;;4.12.2024. 10:10:48;;-4,095019;;4.12.2024. 10:22:08;;1,148372;;4.12.2024. 10:06:16;;117,755943;;4.12.2024. 10:08:32;;3;;4.12.2024. 10:00:08;;21,528761;;4.12.2024. 10:19:52;;14,398135;;4.12.2024. 10:22:08;;-2,42846;;4.12.2024. 10:24:24;;1,229068;;4.12.2024. 10:08:12;;120,693352;;4.12.2024. 10:10:48;;4;;4.12.2024. 9:59:28;;20,99184
4.12.2024. 9:57:12;;17,881842;;4.12.2024. 10:12:40;;-4,095019;;4.12.2024. 10:24:24;;1,148372;;4.12.2024. 10:08:12;;120,673805;;4.12.2024. 10:08:50;;3;;4.12.2024. 10:01:34;;20,645439;;4.12.2024. 10:22:08;;14,398135;;4.12.2024. 10:24:24;;-2,42846;;4.12.2024. 10:26:40;;1,229068;;4.12.2024. 10:08:32;;117,764748;;4.12.2024. 10:13:04;;4;;4.12.2024. 10:00:08;;20,99184
4.12.2024. 9:57:40;;17,881842;;4.12.2024. 10:13:04;;-3,565542;;4.12.2024. 10:26:40;;1,148372;;4.12.2024. 10:08:32;;116,981361;;4.12.2024. 10:10:48;;4;;4.12.2024. 10:04:00;;20,853279;;4.12.2024. 10:24:24;;14,398135;;4.12.2024. 10:26:40;;-2,42846;;4.12.2024. 10:28:56;;1,229068;;4.12.2024. 10:10:48;;117,764748;;4.12.2024. 10:14:26;;4;;4.12.2024. 10:01:20;;20,333679
4.12.2024. 9:59:28;;16,515776;;4.12.2024. 10:15:16;;-3,565542;;4.12.2024. 10:27:42;;1,148372;;4.12.2024. 10:10:48;;116,981361;;4.12.2024. 10:13:04;;4;;4.12.2024. 10:05:28;;20,853279;;4.12.2024. 10:26:40;;14,398135;;4.12.2024. 10:27:14;;-2,42846;;4.12.2024. 10:31:12;;1,229068;;4.12.2024. 10:13:04;;117,764748;;4.12.2024. 10:15:20;;3;;4.12.2024. 10:04:00;;20,55884
4.12.2024. 9:59:46;;17,968571;;4.12.2024. 10:15:20;;-4,124697;;4.12.2024. 10:28:56;;0,581257;;4.12.2024. 10:13:04;;116,981361;;4.12.2024. 10:14:38;;4;;4.12.2024. 10:06:16;;20,71472;;4.12.2024. 10:27:14;;14,398135;;4.12.2024. 10:28:56;;-2,951142;;4.12.2024. 10:33:28;;1,229068;;4.12.2024. 10:13:58;;117,764748;;4.12.2024. 10:15:58;;3;;4.12.2024. 10:06:16;;20,55884
4.12.2024. 10:01:44;;19,371172;;4.12.2024. 10:16:50;;-4,124697;;4.12.2024. 10:31:12;;0,581257;;4.12.2024. 10:13:46;;116,981361;;4.12.2024. 10:15:20;;3;;4.12.2024. 10:07:32;;20,71472;;4.12.2024. 10:28:56;;15,82795;;4.12.2024. 10:31:12;;-2,951142;;4.12.2024. 10:35:44;;1,229068;;4.12.2024. 10:15:20;;119,202339;;4.12.2024. 10:17:26;;7;;4.12.2024. 10:07:20;;20,437601
4.12.2024. 10:04:00;;19,371172;;4.12.2024. 10:17:36;;-3,602951;;4.12.2024. 10:33:28;;0,581257;;4.12.2024. 10:15:20;;119,876915;;4.12.2024. 10:15:52;;3;;4.12.2024. 10:08:32;;21,14772;;4.12.2024. 10:31:12;;15,82795;;4.12.2024. 10:33:28;;-2,951142;;4.12.2024. 10:38:00;;1,229068;;4.12.2024. 10:17:00;;112,000381;;4.12.2024. 10:17:40;;6;;4.12.2024. 10:08:32;;20,818642
4.12.2024. 10:06:16;;19,371172;;4.12.2024. 10:19:22;;-4,128451;;4.12.2024. 10:35:44;;0,581257;;4.12.2024. 10:15:22;;119,876915;;4.12.2024. 10:17:30;;7;;4.12.2024. 10:08:48;;21,14772;;4.12.2024. 10:33:10;;15,82795;;4.12.2024. 10:35:44;;-2,951142;;4.12.2024. 10:40:16;;1,229068;;4.12.2024. 10:17:36;;119,215294;;4.12.2024. 10:19:52;;4;;4.12.2024. 10:08:38;;20,818642
4.12.2024. 10:08:16;;19,371172;;4.12.2024. 10:19:52;;-3,60108;;4.12.2024. 10:38:00;;0,581257;;4.12.2024. 10:17:04;;112,624237;;4.12.2024. 10:17:44;;6;;4.12.2024. 10:09:58;;20,66276;;4.12.2024. 10:33:28;;17,350384;;4.12.2024. 10:38:00;;-2,951142;;4.12.2024. 10:42:32;;1,229068;;4.12.2024. 10:17:48;;120,668808;;4.12.2024. 10:22:08;;4;;4.12.2024. 10:09:42;;20,351
4.12.2024. 10:08:32;;20,759954;;4.12.2024. 10:22:08;;-3,60108;;4.12.2024. 10:40:16;;0,581257;;4.12.2024. 10:17:48;;121,429329;;4.12.2024. 10:19:52;;5;;4.12.2024. 10:13:04;;20,784;;4.12.2024. 10:35:44;;17,350384;;4.12.2024. 10:40:16;;-2,951142;;4.12.2024. 10:44:48;;1,229068;;4.12.2024. 10:19:52;;117,327484;;4.12.2024. 10:23:40;;4;;4.12.2024. 10:13:04;;20,5242
4.12.2024. 10:09:38;;20,759954;;4.12.2024. 10:24:24;;-3,60108;;4.12.2024. 10:42:32;;0,581257;;4.12.2024. 10:19:52;;117,492928;;4.12.2024. 10:21:06;;5;;4.12.2024. 10:14:08;;20,784;;4.12.2024. 10:38:00;;17,350384;;4.12.2024. 10:42:32;;-2,951142;;4.12.2024. 10:47:04;;1,229068;;4.12.2024. 10:22:08;;117,327484;;4.12.2024. 10:24:24;;6;;4.12.2024. 10:13:56;;20,5242
4.12.2024. 10:10:48;;19,370857;;4.12.2024. 10:26:40;;-3,60108;;4.12.2024. 10:44:48;;0,581257;;4.12.2024. 10:22:08;;117,492928;;4.12.2024. 10:22:08;;4;;4.12.2024. 10:15:20;;21,216999;;4.12.2024. 10:39:06;;17,350384;;4.12.2024. 10:44:48;;-2,951142;;4.12.2024. 10:49:20;;1,229068;;4.12.2024. 10:23:16;;117,327484;;4.12.2024. 10:25:10;;6;;4.12.2024. 10:15:20;;20,853279
4.12.2024. 10:12:48;;19,370857;;4.12.2024. 10:28:56;;-3,60108;;4.12.2024. 10:47:04;;0,581257;;4.12.2024. 10:23:16;;117,492928;;4.12.2024. 10:23:38;;4;;4.12.2024. 10:17:24;;20,57616;;4.12.2024. 10:40:16;;15,942264;;4.12.2024. 10:47:04;;-2,951142;;4.12.2024. 10:51:36;;1,229068;;4.12.2024. 10:24:24;;113,730804;;4.12.2024. 10:26:40;;5;;4.12.2024. 10:17:02;;20,004601
4.12.2024. 10:13:04;;17,947012;;4.12.2024. 10:31:12;;-3,60108;;4.12.2024. 10:49:20;;0,581257;;4.12.2024. 10:24:24;;113,588196;;4.12.2024. 10:24:24;;6;;4.12.2024. 10:17:36;;21,70196;;4.12.2024. 10:42:32;;15,942264;;4.12.2024. 10:49:20;;-2,951142;;4.12.2024. 10:53:52;;1,229068;;4.12.2024. 10:24:34;;113,730804;;4.12.2024. 10:28:56;;5;;4.12.2024. 10:17:36;;21,5634
4.12.2024. 10:14:44;;16,551077;;4.12.2024. 10:33:28;;-3,60108;;4.12.2024. 10:51:36;;0,581257;;4.12.2024. 10:24:34;;113,588196;;4.12.2024. 10:25:42;;6;;4.12.2024. 10:18:20;;21,70196;;4.12.2024. 10:44:48;;15,942264;;4.12.2024. 10:51:36;;-2,951142;;4.12.2024. 10:56:08;;1,229068;;4.12.2024. 10:26:40;;115,246124;;4.12.2024. 10:31:12;;5;;4.12.2024. 10:18:00;;21,5634
4.12.2024. 10:15:20;;20,265482;;4.12.2024. 10:35:44;;-3,60108;;4.12.2024. 10:53:52;;0,581257;;4.12.2024. 10:26:40;;115,223633;;4.12.2024. 10:26:40;;5;;4.12.2024. 10:19:52;;21,07844;;4.12.2024. 10:47:04;;15,942264;;4.12.2024. 10:53:52;;-2,951142;;4.12.2024. 10:58:24;;1,229068;;4.12.2024. 10:28:56;;115,246124;;4.12.2024. 10:33:28;;5;;4.12.2024. 10:19:52;;20,57616
4.12.2024. 10:17:28;;20,265482;;4.12.2024. 10:38:00;;-3,60108;;4.12.2024. 10:56:08;;0,581257;;4.12.2024. 10:28:56;;115,223633;;4.12.2024. 10:28:56;;5;;4.12.2024. 10:22:04;;21,07844;;4.12.2024. 10:49:20;;15,942264;;4.12.2024. 10:56:08;;-2,951142;;4.12.2024. 11:00:40;;1,229068;;4.12.2024. 10:31:12;;115,246124;;4.12.2024. 10:35:44;;5;;4.12.2024. 10:22:08;;20,57616
4.12.2024. 10:17:36;;18,863871;;4.12.2024. 10:40:16;;-3,60108;;4.12.2024. 10:58:24;;0,581257;;4.12.2024. 10:31:12;;115,223633;;4.12.2024. 10:31:12;;5;;4.12.2024. 10:22:08;;20,8706;;4.12.2024. 10:51:32;;14,526782;;4.12.2024. 10:58:24;;-2,951142;;4.12.2024. 11:02:56;;1,229068;;4.12.2024. 10:31:30;;115,246124;;4.12.2024. 10:38:00;;5;;4.12.2024. 10:23:34;;20,680079
4.12.2024. 10:18:34;;21,628611;;4.12.2024. 10:42:32;;-3,60108;;4.12.2024. 11:00:40;;0,581257;;4.12.2024. 10:33:28;;115,223633;;4.12.2024. 10:33:28;;5;;4.12.2024. 10:23:34;;20,8706;;4.12.2024. 10:51:36;;17,114882;;4.12.2024. 11:00:40;;-2,951142;;4.12.2024. 11:05:12;;1,229068;;4.12.2024. 10:33:28;;116,676552;;4.12.2024. 10:40:16;;5;;4.12.2024. 10:24:10;;20,056561
4.12.2024. 10:19:52;;18,862024;;4.12.2024. 10:44:48;;-3,60108;;4.12.2024. 11:02:56;;0,581257;;4.12.2024. 10:35:44;;115,223633;;4.12.2024. 10:35:44;;5;;4.12.2024. 10:24:06;;20,2644;;4.12.2024. 10:53:52;;17,114882;;4.12.2024. 11:02:56;;-2,951142;;4.12.2024. 11:07:28;;1,229068;;4.12.2024. 10:35:44;;116,676552;;4.12.2024. 10:42:32;;5;;4.12.2024. 10:26:40;;20,645439
