METERIZ 110 HE ZAK/2 STRUJA ;;;;METERIZ 110 HE ZAK/2 RADNA SNAGA ;;;;METERIZ 110 HE ZAK/2 JALOVA SNAGA ;;;;METERIZ 110 HE ZAK/2 NAPON ;;;;HE ZAK 110 METERIZ/2 STRUJA ;;;;HE ZAK 110 METERIZ/2 RADNA SNAGA ;;;;HE ZAK 110 METERIZ/2 JALOVA SNAGA ;;;;HE ZAK 110 METERIZ/2 NAPON ;;;;
4.12.2024. 10:32:16;;0;;4.12.2024. 10:30:44;;-0,026896;;4.12.2024. 10:29:12;;0,742469;;4.12.2024. 9:52:32;;118,632362;;4.12.2024. 10:32:16;;0;;4.12.2024. 10:29:12;;-0,002546;;4.12.2024. 10:30:44;;-0,003343;;4.12.2024. 9:52:34;;118,7313;;
4.12.2024. 10:33:48;;0;;4.12.2024. 10:32:16;;-0,026896;;4.12.2024. 10:30:44;;0,742469;;4.12.2024. 9:53:34;;118,658287;;4.12.2024. 10:33:48;;0;;4.12.2024. 10:30:44;;-0,002546;;4.12.2024. 10:32:16;;-0,003343;;4.12.2024. 9:53:40;;118,805038;;
4.12.2024. 10:34:42;;0;;4.12.2024. 10:33:48;;-0,026896;;4.12.2024. 10:32:16;;0,742469;;4.12.2024. 9:54:26;;118,643433;;4.12.2024. 10:34:42;;0;;4.12.2024. 10:32:16;;-0,002546;;4.12.2024. 10:33:48;;-0,003343;;4.12.2024. 9:54:30;;118,794113;;
4.12.2024. 10:35:20;;19,943411;;4.12.2024. 10:34:42;;-0,026896;;4.12.2024. 10:33:48;;0,742469;;4.12.2024. 9:54:46;;118,578926;;4.12.2024. 10:35:20;;19,0924;;4.12.2024. 10:33:48;;-0,002546;;4.12.2024. 10:34:42;;-0,003343;;4.12.2024. 9:55:28;;118,782463;;
4.12.2024. 10:35:50;;21,592735;;4.12.2024. 10:35:20;;3,451162;;4.12.2024. 10:34:42;;0,742469;;4.12.2024. 9:56:02;;118,63385;;4.12.2024. 10:35:22;;19,0924;;4.12.2024. 10:34:42;;-0,002546;;4.12.2024. 10:35:20;;2,788198;;4.12.2024. 9:55:40;;118,782463;;
4.12.2024. 10:36:52;;15,099561;;4.12.2024. 10:35:48;;3,451162;;4.12.2024. 10:35:20;;-2,049074;;4.12.2024. 9:57:00;;118,534218;;4.12.2024. 10:36:02;;22,569569;;4.12.2024. 10:35:20;;-3,147657;;4.12.2024. 10:36:12;;2,938696;;4.12.2024. 9:57:00;;118,730148;;
4.12.2024. 10:37:08;;16,864525;;4.12.2024. 10:36:52;;2,561892;;4.12.2024. 10:36:00;;-2,244914;;4.12.2024. 9:57:26;;118,534218;;4.12.2024. 10:37:00;;19,095131;;4.12.2024. 10:35:54;;-3,470097;;4.12.2024. 10:36:52;;2,711644;;4.12.2024. 9:57:40;;118,730148;;
4.12.2024. 10:37:22;;13,005962;;4.12.2024. 10:37:08;;2,808753;;4.12.2024. 10:36:52;;-1,751852;;4.12.2024. 9:58:32;;118,615814;;4.12.2024. 10:38:24;;13,841213;;4.12.2024. 10:36:52;;-2,343855;;4.12.2024. 10:37:46;;2,915;;4.12.2024. 9:58:32;;118,754951;;
4.12.2024. 10:39:14;;10,829394;;4.12.2024. 10:38:08;;1,751596;;4.12.2024. 10:37:12;;-1,751852;;4.12.2024. 9:59:18;;118,575546;;4.12.2024. 10:38:36;;13,841213;;4.12.2024. 10:37:44;;-2,933192;;4.12.2024. 10:38:24;;2,273231;;4.12.2024. 9:58:42;;118,754951;;
4.12.2024. 10:39:36;;14,590467;;4.12.2024. 10:39:14;;1,696346;;4.12.2024. 10:38:24;;-1,534558;;4.12.2024. 10:00:04;;118,637024;;4.12.2024. 10:39:12;;16,621019;;4.12.2024. 10:38:24;;-2,105863;;4.12.2024. 10:39:22;;2,273231;;4.12.2024. 10:00:04;;118,798058;;
4.12.2024. 10:40:04;;13,055903;;4.12.2024. 10:39:34;;2,372399;;4.12.2024. 10:39:52;;-1,8015;;4.12.2024. 10:01:10;;118,656425;;4.12.2024. 10:40:32;;16,019131;;4.12.2024. 10:39:18;;-1,760202;;4.12.2024. 10:39:50;;2,569898;;4.12.2024. 10:00:36;;118,798058;;
4.12.2024. 10:40:28;;19,94059;;4.12.2024. 10:40:00;;2,018802;;4.12.2024. 10:39:56;;-1,375677;;4.12.2024. 10:01:36;;118,610176;;4.12.2024. 10:41:04;;21,41293;;4.12.2024. 10:39:40;;-2,595165;;4.12.2024. 10:40:30;;2,311165;;4.12.2024. 10:01:36;;118,771988;;
4.12.2024. 10:42:06;;13,29584;;4.12.2024. 10:41:08;;3,485039;;4.12.2024. 10:40:08;;-1,375677;;4.12.2024. 10:02:24;;118,634369;;4.12.2024. 10:42:16;;15,07087;;4.12.2024. 10:40:16;;-2,18611;;4.12.2024. 10:40:48;;2,986133;;4.12.2024. 10:02:26;;118,789024;;
4.12.2024. 10:42:40;;17,32947;;4.12.2024. 10:41:30;;3,190514;;4.12.2024. 10:40:56;;-2,197262;;4.12.2024. 10:03:08;;118,604202;;4.12.2024. 10:43:00;;19,164852;;4.12.2024. 10:41:10;;-2,957634;;4.12.2024. 10:41:38;;2,845381;;4.12.2024. 10:03:08;;118,771912;;
4.12.2024. 10:43:18;;17,627285;;4.12.2024. 10:42:06;;2,083574;;4.12.2024. 10:42:42;;-1,625874;;4.12.2024. 10:04:32;;118,575378;;4.12.2024. 10:43:18;;19,164852;;4.12.2024. 10:42:08;;-2,254392;;4.12.2024. 10:42:28;;2,261402;;4.12.2024. 10:03:20;;118,771912;;
4.12.2024. 10:44:32;;10,593743;;4.12.2024. 10:43:04;;3,072372;;4.12.2024. 10:43:00;;-1,752947;;4.12.2024. 10:04:40;;118,607452;;4.12.2024. 10:44:32;;15,217902;;4.12.2024. 10:42:46;;-2,804176;;4.12.2024. 10:44:02;;2,576233;;4.12.2024. 10:04:40;;118,721886;;
